value,replacement,year,replacement_new,complete,equivalent_var
qf6,,2014,partic_pollBookUsage_paper_whoArranged,1,
qf6_comment,,2012,partic_pollBookUsage_paper_whoArranged_c,1,
qf6_comment,,2010,partic_pollBookUsage_paper_whoArranged_c,1,
qf6_comment,,2014,partic_pollBookUsage_paper_whoArranged_c,1,
qf7a_comment,,2012,partic_votingEquipment_DRE_c,1,
qf7a_comment,,2010,partic_votingEquipment_DRE_c,1,
qf7a_comment,,2014,partic_votingEquipment_DRE_c,1,
qf7a_make,,2012,partic_votingEquipment_DRE_make1,1,
qf7a_make,,2010,partic_votingEquipment_DRE_make1,1,
qf7a_make,,2014,partic_votingEquipment_DRE_make1,1,
qf7a_model,,2012,partic_votingEquipment_DRE_make1_model,1,
qf7a_model,,2010,partic_votingEquipment_DRE_make1_model,1,
qf7a_model,,2014,partic_votingEquipment_DRE_make1_model,1,
qf7a_na,,2012,partic_votingEquipment_DRE_make1_na,1,
qf7a_na,,2010,partic_votingEquipment_DRE_make1_na,1,
qf7a_na,,2014,partic_votingEquipment_DRE_make1_na,1,
qf7a_num,,2012,partic_votingEquipment_DRE_make1_num,1,
qf7a_num,,2010,partic_votingEquipment_DRE_make1_num,1,
qf7a_num,,2014,partic_votingEquipment_DRE_make1_num,1,
qf7a_use_earlyvoting,,2012,partic_votingEquipment_DRE_useEarly,1,
qf7a_use_earlyvoting,,2010,partic_votingEquipment_DRE_useEarly,1,
qf7a_use_earlyvoting,,2014,partic_votingEquipment_DRE_useEarly,1,
qf7a_use_earlyvoting_na,,2012,partic_votingEquipment_DRE_useEarly_unknownTally,1,
qf7a_use_earlyvoting_na,,2010,partic_votingEquipment_DRE_useEarly_unknownTally,1,
qf7a_use_earlyvoting_na,,2014,partic_votingEquipment_DRE_useEarly_unknownTally,1,
qf7a_use_earlyvotingloccentral,,2012,partic_votingEquipment_DRE_useEarly_centralTally,1,
qf7a_use_earlyvotingloccentral,,2010,partic_votingEquipment_DRE_useEarly_centralTally,1,
qf7a_use_earlyvotingloccentral,,2014,partic_votingEquipment_DRE_useEarly_centralTally,1,
qf7a_use_earlyvotinglocprecinct,,2012,partic_votingEquipment_DRE_useEarly_precinctTally,1,
qf7a_use_earlyvotinglocprecinct,,2010,partic_votingEquipment_DRE_useEarly_precinctTally,1,
qf7a_use_earlyvotinglocprecinct,,2014,partic_votingEquipment_DRE_useEarly_precinctTally,1,
qf7a_use_provisional,,2012,partic_votingEquipment_DRE_useProvisional,1,
qf7a_use_provisional,,2010,partic_votingEquipment_DRE_useProvisional,1,
qf7a_use_provisional,,2014,partic_votingEquipment_DRE_useProvisional,1,
qf7a_use_provisional_na,,2012,partic_votingEquipment_DRE_useProvisional_unknownTally,1,
qf7a_use_provisional_na,,2010,partic_votingEquipment_DRE_useProvisional_unknownTally,1,
qf7a_use_provisional_na,,2014,partic_votingEquipment_DRE_useProvisional_unknownTally,1,
qf7a_use_provisionalloccentral,,2012,partic_votingEquipment_DRE_useProvisional_centralTally,1,
qf7a_use_provisionalloccentral,,2010,partic_votingEquipment_DRE_useProvisional_centralTally,1,
qf7a_use_provisionalloccentral,,2014,partic_votingEquipment_DRE_useProvisional_centralTally,1,
qf7a_use_provisionallocprecinct,,2012,partic_votingEquipment_DRE_useProvisional_precinctTally,1,
qf7a_use_provisionallocprecinct,,2010,partic_votingEquipment_DRE_useProvisional_precinctTally,1,
qf7a_use_provisionallocprecinct,,2014,partic_votingEquipment_DRE_useProvisional_precinctTally,1,
qf7a_use_regularvoting,,2012,partic_votingEquipment_DRE_useElectionDay,1,
qf7a_use_regularvoting,,2010,partic_votingEquipment_DRE_useElectionDay,1,
qf7a_use_regularvoting,,2014,partic_votingEquipment_DRE_useElectionDay,1,
qf7a_use_regularvoting_na,,2012,partic_votingEquipment_DRE_useElectionDay_unknownTally,1,
qf7a_use_regularvoting_na,,2010,partic_votingEquipment_DRE_useElectionDay_unknownTally,1,
qf7a_use_regularvoting_na,,2014,partic_votingEquipment_DRE_useElectionDay_unknownTally,1,
qf7a_use_regularvotingloccentral,,2012,partic_votingEquipment_DRE_useElectionDay_centralTally,1,
qf7a_use_regularvotingloccentral,,2010,partic_votingEquipment_DRE_useElectionDay_centralTally,1,
qf7a_use_regularvotingloccentral,,2014,partic_votingEquipment_DRE_useElectionDay_centralTally,1,
qf7a_use_regularvotinglocprecinct,,2012,partic_votingEquipment_DRE_useElectionDay_precinctTally,1,
qf7a_use_regularvotinglocprecinct,,2010,partic_votingEquipment_DRE_useElectionDay_precinctTally,1,
qf7a_use_regularvotinglocprecinct,,2014,partic_votingEquipment_DRE_useElectionDay_precinctTally,1,
qf7a_use_vwd,,2012,partic_votingEquipment_DRE_useDisability,1,
qf7a_use_vwd,,2010,partic_votingEquipment_DRE_useDisability,1,
qf7a_use_vwd,,2014,partic_votingEquipment_DRE_useDisability,1,
qf7a_use_vwd_na,,2012,partic_votingEquipment_DRE_useDisability_unknownTally,1,
qf7a_use_vwd_na,,2010,partic_votingEquipment_DRE_useDisability_unknownTally,1,
qf7a_use_vwd_na,,2014,partic_votingEquipment_DRE_useDisability_unknownTally,1,
qf7a_use_vwdloccentral,,2012,partic_votingEquipment_DRE_useDisability_centralTally,1,
qf7a_use_vwdloccentral,,2010,partic_votingEquipment_DRE_useDisability_centralTally,1,
qf7a_use_vwdloccentral,,2014,partic_votingEquipment_DRE_useDisability_centralTally,1,
qf7a_use_vwdlocprecinct,,2012,partic_votingEquipment_DRE_useDisability_precinctTally,1,
qf7a_use_vwdlocprecinct,,2010,partic_votingEquipment_DRE_useDisability_precinctTally,1,
qf7a_use_vwdlocprecinct,,2014,partic_votingEquipment_DRE_useDisability_precinctTally,1,
qf7a_vendor,,2012,partic_votingEquipment_DRE_vendor,1,
qf7a_vendor,,2010,partic_votingEquipment_DRE_vendor,1,
qf7a_vendor,,2014,partic_votingEquipment_DRE_vendor,1,
qf7a_version,,2012,partic_votingEquipment_DRE_version,1,
qf7a_version,,2010,partic_votingEquipment_DRE_version,1,
qf7a_version,,2014,partic_votingEquipment_DRE_version,1,
qf7b_comment,,2012,partic_votingEquipment_DRE_vvpat_c,1,
qf7b_comment,,2010,partic_votingEquipment_DRE_vvpat_c,1,
qf7b_comment,,2014,partic_votingEquipment_DRE_vvpat_c,1,
qf7b_make,,2012,partic_votingEquipment_DRE_vvpat_make1,1,
qf7b_make,,2010,partic_votingEquipment_DRE_vvpat_make1,1,
qf7b_make,,2014,partic_votingEquipment_DRE_vvpat_make1,1,
qf7b_model,,2012,partic_votingEquipment_DRE_vvpat_make1_model,1,
qf7b_model,,2010,partic_votingEquipment_DRE_vvpat_make1_model,1,
qf7b_model,,2014,partic_votingEquipment_DRE_vvpat_make1_model,1,
qf7b_na,,2012,partic_votingEquipment_DRE_vvpat_make1_na,1,
qf7b_na,,2010,partic_votingEquipment_DRE_vvpat_make1_na,1,
qf7b_na,,2014,partic_votingEquipment_DRE_vvpat_make1_na,1,
qf7b_num,,2012,partic_votingEquipment_DRE_vvpat_make1_num,1,
qf7b_num,,2010,partic_votingEquipment_DRE_vvpat_make1_num,1,
qf7b_num,,2014,partic_votingEquipment_DRE_vvpat_make1_num,1,
qf7b_use_earlyvoting,,2012,partic_votingEquipment_DRE_vvpat_useEarly,1,
qf7b_use_earlyvoting,,2010,partic_votingEquipment_DRE_vvpat_useEarly,1,
qf7b_use_earlyvoting,,2014,partic_votingEquipment_DRE_vvpat_useEarly,1,
qf7b_use_earlyvoting_na,,2012,partic_votingEquipment_DRE_vvpat_useEarly_unknownTally,1,
qf7b_use_earlyvoting_na,,2010,partic_votingEquipment_DRE_vvpat_useEarly_unknownTally,1,
qf7b_use_earlyvoting_na,,2014,partic_votingEquipment_DRE_vvpat_useEarly_unknownTally,1,
qf7b_use_earlyvotingloccentral,,2012,partic_votingEquipment_DRE_vvpat_useEarly_centralTally,1,
qf7b_use_earlyvotingloccentral,,2010,partic_votingEquipment_DRE_vvpat_useEarly_centralTally,1,
qf7b_use_earlyvotingloccentral,,2014,partic_votingEquipment_DRE_vvpat_useEarly_centralTally,1,
qf7b_use_earlyvotinglocprecinct,,2012,partic_votingEquipment_DRE_vvpat_useEarly_precinctTally,1,
qf7b_use_earlyvotinglocprecinct,,2010,partic_votingEquipment_DRE_vvpat_useEarly_precinctTally,1,
qf7b_use_earlyvotinglocprecinct,,2014,partic_votingEquipment_DRE_vvpat_useEarly_precinctTally,1,
qf7b_use_provisional,,2012,partic_votingEquipment_DRE_vvpat_useProvisional,1,
qf7b_use_provisional,,2010,partic_votingEquipment_DRE_vvpat_useProvisional,1,
qf7b_use_provisional,,2014,partic_votingEquipment_DRE_vvpat_useProvisional,1,
qf7b_use_provisional_na,,2012,partic_votingEquipment_DRE_vvpat_useProvisional_unknownTally,1,
qf7b_use_provisional_na,,2010,partic_votingEquipment_DRE_vvpat_useProvisional_unknownTally,1,
qf7b_use_provisional_na,,2014,partic_votingEquipment_DRE_vvpat_useProvisional_unknownTally,1,
qf7b_use_provisionalloccentral,,2012,partic_votingEquipment_DRE_vvpat_useProvisional_centralTally,1,
qf7b_use_provisionalloccentral,,2010,partic_votingEquipment_DRE_vvpat_useProvisional_centralTally,1,
qf7b_use_provisionalloccentral,,2014,partic_votingEquipment_DRE_vvpat_useProvisional_centralTally,1,
qf7b_use_provisionallocprecinct,,2012,partic_votingEquipment_DRE_vvpat_useProvisional_precinctTally,1,
qf7b_use_provisionallocprecinct,,2010,partic_votingEquipment_DRE_vvpat_useProvisional_precinctTally,1,
qf7b_use_provisionallocprecinct,,2014,partic_votingEquipment_DRE_vvpat_useProvisional_precinctTally,1,
qf7b_use_regularvoting,,2012,partic_votingEquipment_DRE_vvpat_useElectionDay,1,
qf7b_use_regularvoting,,2010,partic_votingEquipment_DRE_vvpat_useElectionDay,1,
qf7b_use_regularvoting,,2014,partic_votingEquipment_DRE_vvpat_useElectionDay,1,
qf7b_use_regularvoting_na,,2012,partic_votingEquipment_DRE_vvpat_useElectionDay_unknownTally,1,
qf7b_use_regularvoting_na,,2010,partic_votingEquipment_DRE_vvpat_useElectionDay_unknownTally,1,
qf7b_use_regularvoting_na,,2014,partic_votingEquipment_DRE_vvpat_useElectionDay_unknownTally,1,
qf7b_use_regularvotingloccentral,,2012,partic_votingEquipment_DRE_vvpat_useElectionDay_centralTally,1,
qf7b_use_regularvotingloccentral,,2010,partic_votingEquipment_DRE_vvpat_useElectionDay_centralTally,1,
qf7b_use_regularvotingloccentral,,2014,partic_votingEquipment_DRE_vvpat_useElectionDay_centralTally,1,
qf7b_use_regularvotinglocprecinct,,2012,partic_votingEquipment_DRE_vvpat_useElectionDay_precinctTally,1,
qf7b_use_regularvotinglocprecinct,,2010,partic_votingEquipment_DRE_vvpat_useElectionDay_precinctTally,1,
qf7b_use_regularvotinglocprecinct,,2014,partic_votingEquipment_DRE_vvpat_useElectionDay_precinctTally,1,
qf7b_use_vwd,,2012,partic_votingEquipment_DRE_vvpat_useDisability,1,
qf7b_use_vwd,,2010,partic_votingEquipment_DRE_vvpat_useDisability,1,
qf7b_use_vwd,,2014,partic_votingEquipment_DRE_vvpat_useDisability,1,
qf7b_use_vwd_na,,2012,partic_votingEquipment_DRE_vvpat_useDisability_unknownTally,1,
qf7b_use_vwd_na,,2010,partic_votingEquipment_DRE_vvpat_useDisability_unknownTally,1,
qf7b_use_vwd_na,,2014,partic_votingEquipment_DRE_vvpat_useDisability_unknownTally,1,
qf7b_use_vwdloccentral,,2012,partic_votingEquipment_DRE_vvpat_useDisability_centralTally,1,
qf7b_use_vwdloccentral,,2010,partic_votingEquipment_DRE_vvpat_useDisability_centralTally,1,
qf7b_use_vwdloccentral,,2014,partic_votingEquipment_DRE_vvpat_useDisability_centralTally,1,
qf7b_use_vwdlocprecinct,,2012,partic_votingEquipment_DRE_vvpat_useDisability_precinctTally,1,
qf7b_use_vwdlocprecinct,,2010,partic_votingEquipment_DRE_vvpat_useDisability_precinctTally,1,
qf7b_use_vwdlocprecinct,,2014,partic_votingEquipment_DRE_vvpat_useDisability_precinctTally,1,
qf7b_vendor,,2012,partic_votingEquipment_DRE_vvpat_vendor,1,
qf7b_vendor,,2010,partic_votingEquipment_DRE_vvpat_vendor,1,
qf7b_vendor,,2014,partic_votingEquipment_DRE_vvpat_vendor,1,
qf7b_version,,2012,partic_votingEquipment_DRE_vvpat_version,1,
qf7b_version,,2010,partic_votingEquipment_DRE_vvpat_version,1,
qf7b_version,,2014,partic_votingEquipment_DRE_vvpat_version,1,
qf7c_comment,,2012,partic_votingEquipment_DRE_hybrid_c,1,
qf7c_comment,,2010,partic_votingEquipment_DRE_hybrid_c,1,
qf7c_comment,,2014,partic_votingEquipment_DRE_hybrid_c,1,
qf7c_make,,2012,partic_votingEquipment_DRE_hybrid_make1,1,
qf7c_make,,2010,partic_votingEquipment_DRE_hybrid_make1,1,
qf7c_make,,2014,partic_votingEquipment_DRE_hybrid_make1,1,
qf7c_model,,2012,partic_votingEquipment_DRE_hybrid_make1_model,1,
qf7c_model,,2010,partic_votingEquipment_DRE_hybrid_make1_model,1,
qf7c_model,,2014,partic_votingEquipment_DRE_hybrid_make1_model,1,
qf7c_na,,2012,partic_votingEquipment_DRE_hybrid_na,1,
qf7c_na,,2010,partic_votingEquipment_DRE_hybrid_na,1,
qf7c_na,,2014,partic_votingEquipment_DRE_hybrid_na,1,
qf7c_num,,2012,partic_votingEquipment_DRE_hybrid_make1_num,1,
qf7c_num,,2010,partic_votingEquipment_DRE_hybrid_make1_num,1,
qf7c_num,,2014,partic_votingEquipment_DRE_hybrid_make1_num,1,
qf7c_use_earlyvoting,,2012,partic_votingEquipment_DRE_hybrid_useEarly,1,
qf7c_use_earlyvoting,,2010,partic_votingEquipment_DRE_hybrid_useEarly,1,
qf7c_use_earlyvoting,,2014,partic_votingEquipment_DRE_hybrid_useEarly,1,
qf7c_use_earlyvoting_na,,2012,partic_votingEquipment_DRE_hybrid_useEarly_unknownTally,1,
qf7c_use_earlyvoting_na,,2010,partic_votingEquipment_DRE_hybrid_useEarly_unknownTally,1,
qf7c_use_earlyvoting_na,,2014,partic_votingEquipment_DRE_hybrid_useEarly_unknownTally,1,
qf7c_use_earlyvotingloccentral,,2012,partic_votingEquipment_DRE_hybrid_useEarly_centralTally,1,
qf7c_use_earlyvotingloccentral,,2010,partic_votingEquipment_DRE_hybrid_useEarly_centralTally,1,
qf7c_use_earlyvotingloccentral,,2014,partic_votingEquipment_DRE_hybrid_useEarly_centralTally,1,
qf7c_use_earlyvotinglocprecinct,,2012,partic_votingEquipment_DRE_hybrid_useEarly_precinctTally,1,
qf7c_use_earlyvotinglocprecinct,,2010,partic_votingEquipment_DRE_hybrid_useEarly_precinctTally,1,
qf7c_use_earlyvotinglocprecinct,,2014,partic_votingEquipment_DRE_hybrid_useEarly_precinctTally,1,
qf7c_use_provisional,,2012,partic_votingEquipment_DRE_hybrid_useProvisional,1,
qf7c_use_provisional,,2010,partic_votingEquipment_DRE_hybrid_useProvisional,1,
qf7c_use_provisional,,2014,partic_votingEquipment_DRE_hybrid_useProvisional,1,
qf7c_use_provisional_na,,2012,partic_votingEquipment_DRE_hybrid_useProvisional_unknownTally,1,
qf7c_use_provisional_na,,2010,partic_votingEquipment_DRE_hybrid_useProvisional_unknownTally,1,
qf7c_use_provisional_na,,2014,partic_votingEquipment_DRE_hybrid_useProvisional_unknownTally,1,
qf7c_use_provisionalloccentral,,2012,partic_votingEquipment_DRE_hybrid_useProvisional_centralTally,1,
qf7c_use_provisionalloccentral,,2010,partic_votingEquipment_DRE_hybrid_useProvisional_centralTally,1,
qf7c_use_provisionalloccentral,,2014,partic_votingEquipment_DRE_hybrid_useProvisional_centralTally,1,
qf7c_use_provisionallocprecinct,,2012,partic_votingEquipment_DRE_hybrid_useProvisional_precinctTally,1,
qf7c_use_provisionallocprecinct,,2010,partic_votingEquipment_DRE_hybrid_useProvisional_precinctTally,1,
qf7c_use_provisionallocprecinct,,2014,partic_votingEquipment_DRE_hybrid_useProvisional_precinctTally,1,
qf7c_use_regularvoting,,2012,partic_votingEquipment_DRE_hybrid_useElectionDay,1,
qf7c_use_regularvoting,,2010,partic_votingEquipment_DRE_hybrid_useElectionDay,1,
qf7c_use_regularvoting,,2014,partic_votingEquipment_DRE_hybrid_useElectionDay,1,
qf7c_use_regularvoting_na,,2012,partic_votingEquipment_DRE_hybrid_useElectionDay_unknownTally,1,
qf7c_use_regularvoting_na,,2010,partic_votingEquipment_DRE_hybrid_useElectionDay_unknownTally,1,
qf7c_use_regularvoting_na,,2014,partic_votingEquipment_DRE_hybrid_useElectionDay_unknownTally,1,
qf7c_use_regularvotingloccentral,,2012,partic_votingEquipment_DRE_hybrid_useElectionDay_centralTally,1,
qf7c_use_regularvotingloccentral,,2010,partic_votingEquipment_DRE_hybrid_useElectionDay_centralTally,1,
qf7c_use_regularvotingloccentral,,2014,partic_votingEquipment_DRE_hybrid_useElectionDay_centralTally,1,
qf7c_use_regularvotinglocprecinct,,2012,partic_votingEquipment_DRE_hybrid_useElectionDay_precinctTally,1,
qf7c_use_regularvotinglocprecinct,,2010,partic_votingEquipment_DRE_hybrid_useElectionDay_precinctTally,1,
qf7c_use_regularvotinglocprecinct,,2014,partic_votingEquipment_DRE_hybrid_useElectionDay_precinctTally,1,
qf7c_use_vwd,,2012,partic_votingEquipment_DRE_hybrid_useDisability,1,
qf7c_use_vwd,,2010,partic_votingEquipment_DRE_hybrid_useDisability,1,
qf7c_use_vwd,,2014,partic_votingEquipment_DRE_hybrid_useDisability,1,
qf7c_use_vwd_na,,2012,partic_votingEquipment_DRE_hybrid_useDisability_unknownTally,1,
qf7c_use_vwd_na,,2010,partic_votingEquipment_DRE_hybrid_useDisability_unknownTally,1,
qf7c_use_vwd_na,,2014,partic_votingEquipment_DRE_hybrid_useDisability_unknownTally,1,
qf7c_use_vwdloccentral,,2012,partic_votingEquipment_DRE_hybrid_useDisability_centralTally,1,
qf7c_use_vwdloccentral,,2010,partic_votingEquipment_DRE_hybrid_useDisability_centralTally,1,
qf7c_use_vwdloccentral,,2014,partic_votingEquipment_DRE_hybrid_useDisability_centralTally,1,
qf7c_use_vwdlocprecinct,,2012,partic_votingEquipment_DRE_hybrid_useDisability_precinctTally,1,
qf7c_use_vwdlocprecinct,,2010,partic_votingEquipment_DRE_hybrid_useDisability_precinctTally,1,
qf7c_use_vwdlocprecinct,,2014,partic_votingEquipment_DRE_hybrid_useDisability_precinctTally,1,
qf7c_vendor,,2012,partic_votingEquipment_DRE_hybrid_vendor,1,
qf7c_vendor,,2010,partic_votingEquipment_DRE_hybrid_vendor,1,
qf7c_vendor,,2014,partic_votingEquipment_DRE_hybrid_vendor,1,
qf7c_version,,2012,partic_votingEquipment_DRE_hybrid_version,1,
qf7c_version,,2010,partic_votingEquipment_DRE_hybrid_version,1,
qf7c_version,,2014,partic_votingEquipment_DRE_hybrid_version,1,
qf7d_comment,,2012,partic_votingEquipment_scanner_c,1,
qf7d_comment,,2010,partic_votingEquipment_scanner_c,1,
qf7d_comment,,2014,partic_votingEquipment_scanner_c,1,
qf7d_make,,2012,partic_votingEquipment_scanner_make1,1,
qf7d_make,,2010,partic_votingEquipment_scanner_make1,1,
qf7d_make,,2014,partic_votingEquipment_scanner_make1,1,
qf7d_model,,2012,partic_votingEquipment_scanner_make1_model,1,
qf7d_model,,2010,partic_votingEquipment_scanner_make1_model,1,
qf7d_model,,2014,partic_votingEquipment_scanner_make1_model,1,
qf7d_na,,2012,partic_votingEquipment_scanner_na,1,
qf7d_na,,2010,partic_votingEquipment_scanner_na,1,
qf7d_na,,2014,partic_votingEquipment_scanner_na,1,
qf7d_num_booths,,2012,partic_votingEquipment_scanner_make1_numCounters,1,
qf7d_num_booths,,2010,partic_votingEquipment_scanner_make1_numCounters,1,
qf7d_num_booths,,2014,partic_votingEquipment_scanner_make1_numCounters,1,
qf7d_num_counters,,2012,partic_votingEquipment_scanner_make1_numBooths,1,
qf7d_num_counters,,2010,partic_votingEquipment_scanner_make1_numBooths,1,
qf7d_num_counters,,2014,partic_votingEquipment_scanner_make1_numBooths,1,
qf7d_use_absentee,,2012,partic_votingEquipment_scanner_useMailCount,1,
qf7d_use_absentee,,2010,partic_votingEquipment_scanner_useMailCount,1,
qf7d_use_absentee,,2014,partic_votingEquipment_scanner_useMailCount,1,
qf7d_use_absentee_na,,2012,partic_votingEquipment_scanner_useMailCount_unknownTally,1,
qf7d_use_absentee_na,,2010,partic_votingEquipment_scanner_useMailCount_unknownTally,1,
qf7d_use_absentee_na,,2014,partic_votingEquipment_scanner_useMailCount_unknownTally,1,
qf7d_use_absenteeloccentral,,2012,partic_votingEquipment_scanner_useMailCount_centralTally,1,
qf7d_use_absenteeloccentral,,2010,partic_votingEquipment_scanner_useMailCount_centralTally,1,
qf7d_use_absenteeloccentral,,2014,partic_votingEquipment_scanner_useMailCount_centralTally,1,
qf7d_use_earlyvoting,,2012,partic_votingEquipment_scanner_useEarly,1,
qf7d_use_earlyvoting,,2010,partic_votingEquipment_scanner_useEarly,1,
qf7d_use_earlyvoting,,2014,partic_votingEquipment_scanner_useEarly,1,
qf7d_use_earlyvoting_na,,2012,partic_votingEquipment_scanner_useEarly_unknownTally,1,
qf7d_use_earlyvoting_na,,2010,partic_votingEquipment_scanner_useEarly_unknownTally,1,
qf7d_use_earlyvoting_na,,2014,partic_votingEquipment_scanner_useEarly_unknownTally,1,
qf7d_use_earlyvotingloccentral,,2012,partic_votingEquipment_scanner_useEarly_centralTally,1,
qf7d_use_earlyvotingloccentral,,2010,partic_votingEquipment_scanner_useEarly_centralTally,1,
qf7d_use_earlyvotingloccentral,,2014,partic_votingEquipment_scanner_useEarly_centralTally,1,
qf7d_use_earlyvotinglocprecinct,,2012,partic_votingEquipment_scanner_useEarly_precinctTally,1,
qf7d_use_earlyvotinglocprecinct,,2010,partic_votingEquipment_scanner_useEarly_precinctTally,1,
qf7d_use_earlyvotinglocprecinct,,2014,partic_votingEquipment_scanner_useEarly_precinctTally,1,
qf7d_use_provisional,,2012,partic_votingEquipment_scanner_useProvisional,1,
qf7d_use_provisional,,2010,partic_votingEquipment_scanner_useProvisional,1,
qf7d_use_provisional,,2014,partic_votingEquipment_scanner_useProvisional,1,
qf7d_use_provisional_na,,2012,partic_votingEquipment_scanner_useProvisional_unknownTally,1,
qf7d_use_provisional_na,,2010,partic_votingEquipment_scanner_useProvisional_unknownTally,1,
qf7d_use_provisional_na,,2014,partic_votingEquipment_scanner_useProvisional_unknownTally,1,
qf7d_use_provisionalloccentral,,2012,partic_votingEquipment_scanner_useProvisional_centralTally,1,
qf7d_use_provisionalloccentral,,2010,partic_votingEquipment_scanner_useProvisional_centralTally,1,
qf7d_use_provisionalloccentral,,2014,partic_votingEquipment_scanner_useProvisional_centralTally,1,
qf7d_use_provisionallocprecinct,,2012,partic_votingEquipment_scanner_useProvisional_precinctTally,1,
qf7d_use_provisionallocprecinct,,2010,partic_votingEquipment_scanner_useProvisional_precinctTally,1,
qf7d_use_provisionallocprecinct,,2014,partic_votingEquipment_scanner_useProvisional_precinctTally,1,
qf7d_use_regularvoting,,2012,partic_votingEquipment_scanner_useElectionDay,1,
qf7d_use_regularvoting,,2010,partic_votingEquipment_scanner_useElectionDay,1,
qf7d_use_regularvoting,,2014,partic_votingEquipment_scanner_useElectionDay,1,
qf7d_use_regularvoting_na,,2012,partic_votingEquipment_scanner_useElectionDay_unknownTally,1,
qf7d_use_regularvoting_na,,2010,partic_votingEquipment_scanner_useElectionDay_unknownTally,1,
qf7d_use_regularvoting_na,,2014,partic_votingEquipment_scanner_useElectionDay_unknownTally,1,
qf7d_use_regularvotingloccentral,,2012,partic_votingEquipment_scanner_useElectionDay_centralTally,1,
qf7d_use_regularvotingloccentral,,2010,partic_votingEquipment_scanner_useElectionDay_centralTally,1,
qf7d_use_regularvotingloccentral,,2014,partic_votingEquipment_scanner_useElectionDay_centralTally,1,
qf7d_use_regularvotinglocprecinct,,2012,partic_votingEquipment_scanner_useElectionDay_precinctTally,1,
qf7d_use_regularvotinglocprecinct,,2010,partic_votingEquipment_scanner_useElectionDay_precinctTally,1,
qf7d_use_regularvotinglocprecinct,,2014,partic_votingEquipment_scanner_useElectionDay_precinctTally,1,
qf7d_use_vwd,,2012,partic_votingEquipment_scanner_useDisability,1,
qf7d_use_vwd,,2010,partic_votingEquipment_scanner_useDisability,1,
qf7d_use_vwd,,2014,partic_votingEquipment_scanner_useDisability,1,
qf7d_use_vwd_na,,2012,partic_votingEquipment_scanner_useDisability_unknownTally,1,
qf7d_use_vwd_na,,2010,partic_votingEquipment_scanner_useDisability_unknownTally,1,
qf7d_use_vwd_na,,2014,partic_votingEquipment_scanner_useDisability_unknownTally,1,
qf7d_use_vwdloccentral,,2012,partic_votingEquipment_scanner_useDisability_centralTally,1,
qf7d_use_vwdloccentral,,2010,partic_votingEquipment_scanner_useDisability_centralTally,1,
qf7d_use_vwdloccentral,,2014,partic_votingEquipment_scanner_useDisability_centralTally,1,
qf7d_use_vwdlocprecinct,,2012,partic_votingEquipment_scanner_useDisability_precinctTally,1,
qf7d_use_vwdlocprecinct,,2010,partic_votingEquipment_scanner_useDisability_precinctTally,1,
qf7d_use_vwdlocprecinct,,2014,partic_votingEquipment_scanner_useDisability_precinctTally,1,
qf7d_vendor,,2012,partic_votingEquipment_scanner_vendor,1,
qf7d_vendor,,2010,partic_votingEquipment_scanner_vendor,1,
qf7d_vendor,,2014,partic_votingEquipment_scanner_vendor,1,
qf7d_version,,2012,partic_votingEquipment_scanner_version,1,
qf7d_version,,2010,partic_votingEquipment_scanner_version,1,
qf7d_version,,2014,partic_votingEquipment_scanner_version,1,
qf7e_comment,,2012,partic_votingEquipment_punchCard_c,1,
qf7e_comment,,2010,partic_votingEquipment_punchCard_c,1,
qf7e_comment,,2014,partic_votingEquipment_punchCard_c,1,
qf7e_make,,2012,partic_votingEquipment_punchCard_make1,1,
qf7e_make,,2010,partic_votingEquipment_punchCard_make1,1,
qf7e_make,,2014,partic_votingEquipment_punchCard_make1,1,
qf7e_model,,2012,partic_votingEquipment_punchCard_make1_model,1,
qf7e_model,,2010,partic_votingEquipment_punchCard_make1_model,1,
qf7e_model,,2014,partic_votingEquipment_punchCard_make1_model,1,
qf7e_na,,2012,partic_votingEquipment_punchCard_na,1,
qf7e_na,,2010,partic_votingEquipment_punchCard_na,1,
qf7e_na,,2014,partic_votingEquipment_punchCard_na,1,
qf7e_num_booths,,2012,partic_votingEquipment_punchCard_make1_numCounters,1,
qf7e_num_booths,,2010,partic_votingEquipment_punchCard_make1_numCounters,1,
qf7e_num_booths,,2014,partic_votingEquipment_punchCard_make1_numCounters,1,
qf7e_num_counters,,2012,partic_votingEquipment_punchCard_make1_numBooths,1,
qf7e_num_counters,,2010,partic_votingEquipment_punchCard_make1_numBooths,1,
qf7e_num_counters,,2014,partic_votingEquipment_punchCard_make1_numBooths,1,
qf7e_use_absentee,,2012,partic_votingEquipment_punchCard_useMailCount,1,
qf7e_use_absentee,,2010,partic_votingEquipment_punchCard_useMailCount,1,
qf7e_use_absentee,,2014,partic_votingEquipment_punchCard_useMailCount,1,
qf7e_use_absentee_na,,2012,partic_votingEquipment_punchCard_useMailCount_unknownTally,1,
qf7e_use_absentee_na,,2010,partic_votingEquipment_punchCard_useMailCount_unknownTally,1,
qf7e_use_absentee_na,,2014,partic_votingEquipment_punchCard_useMailCount_unknownTally,1,
qf7e_use_absenteeloccentral,,2012,partic_votingEquipment_punchCard_useMailCount_centralTally,1,
qf7e_use_absenteeloccentral,,2010,partic_votingEquipment_punchCard_useMailCount_centralTally,1,
qf7e_use_absenteeloccentral,,2014,partic_votingEquipment_punchCard_useMailCount_centralTally,1,
